Benchmark,size,instance,bks,config,role,ranking,positions,ejections,passes,attempts,seed,iterations,best_reward,gap_percent,total_distance,runtime_seconds,feasible,repair_calls,calls_with_blocked_customers,blocked_customers,attempted_blocked_customers,successful_commits,success_rate_per_attempted_customer,success_rate_per_repair_call,success_c0,success_c1,success_c2,success_c3,bounded_two_opt_trial_calls,successful_commits_using_bounded_two_opt,bounded_two_opt_share_of_successes,mean_net_reward_gain_per_success,net_reward_gain_sum,new_best_candidates_with_successful_repair,successful_commits_in_new_best_candidates,module_seconds,total_solve_seconds,module_runtime_share,Batch_Workers,Source_Record
Dang,medium,pr299_gen3_m3,3655.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,0,2500,3398.0,7.0314637482900135,24062.53325068936,40.05245479999576,True,2620,2620,104765,102705,3952,0.0384791392824107,1.5083969465648854,1258,2568,126,0,610633,236,0.0597165991902834,20.32818825910931,80337.0,28,89,11.998726999663631,40.05187140000635,0.2995796845503136,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen3_m3,3655.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,1,2500,3354.0,8.235294117647058,24037.40961634927,43.64041269999871,True,2673,2673,104233,101306,4320,0.0426430813574714,1.616161616161616,1474,2745,101,0,657225,493,0.1141203703703703,19.25254629629629,83171.0,30,72,13.11520369972277,43.63985649999813,0.3005326953750027,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen1_m3,224.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,0,2500,205.0,8.482142857142858,7625.176155275347,106.70040569998672,True,3906,3906,282148,262829,1134,0.0043145923775534,0.2903225806451613,1134,0,0,0,788151,857,0.7557319223985891,1.0,1134.0,6,7,36.83296130002418,106.69950499999686,0.3452027382884791,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen1_m3,224.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,1,2500,207.0,7.589285714285714,7578.413312910518,107.16869740000402,True,3834,3834,289364,266963,1090,0.00408296280758,0.2842983828899322,1090,0,0,0,800585,836,0.7669724770642202,1.0,1090.0,6,10,37.48722520002048,107.16783039999429,0.349799236021694,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen2_m3,12646.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,0,2500,11653.0,7.852285307607149,7632.158245486208,128.13534400000935,True,3117,3117,245670,220353,8948,0.0406075705799331,2.870709015078601,3578,3270,2100,0,1272827,1531,0.1710996870809119,45.8324765310684,410109.0,48,243,46.21921049954835,128.134387099999,0.3607088740626497,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen2_m3,12646.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,1,2500,11794.0,6.737308239759607,7634.101055483048,121.92175520000455,True,3157,3157,248119,220663,9043,0.0409810434916592,2.864428254672157,3768,3243,2032,0,1367495,1332,0.1472962512440561,44.38825610969811,401403.0,60,252,48.567116300124326,121.9209286000114,0.3983492978425345,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen3_m3,11639.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,0,2500,10673.0,8.299682103273478,7637.712284376214,114.76813660000334,True,3069,3069,241848,210885,9149,0.043383834791474,2.981101335940046,4133,4055,961,0,1180642,1225,0.13389441469013,41.70816482675702,381588.0,40,147,43.61389370000688,114.7672629000008,0.3800203350498009,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen3_m3,11639.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,1,2500,10730.0,7.809949308359824,7638.044566157484,117.32162050000623,True,3400,3400,266752,237701,8225,0.0346022944791986,2.419117647058824,3910,3428,887,0,1164500,944,0.1147720364741641,42.86577507598784,352571.0,44,182,45.13266430067597,117.32062810000208,0.3846950449515636,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen1_m3,103.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,102.0,0.970873786407767,58371.86798036181,14.50989099999424,True,3548,3548,77893,77893,407,0.0052251165059761,0.1147125140924464,407,0,0,0,233554,324,0.7960687960687961,1.0,407.0,4,4,5.547025999389007,14.509373199995023,0.3823063838064975,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen1_m3,103.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,102.0,0.970873786407767,58452.52500027385,14.57568180000817,True,3759,3759,79704,79704,498,0.0062481180367359,0.1324820430965682,498,0,0,0,238971,402,0.8072289156626506,1.0,498.0,3,9,5.749127499686438,14.57509499999287,0.3944487154072923,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen2_m3,5393.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,5124.0,4.987947339143334,58728.4579980141,17.790651200004504,True,2879,2879,66029,66029,4723,0.0715291765739296,1.6405001736714138,2003,1646,848,226,461143,704,0.1490578022443362,35.700614016514926,168614.0,31,134,7.906467199703911,17.790125700004864,0.444430091896526,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen2_m3,5393.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,5135.0,4.783979232338217,58493.513710047,17.618848800004344,True,3118,3118,77689,77689,5324,0.0685296502722393,1.7075048107761386,2233,1907,866,318,426361,1053,0.1977836213373403,41.235537190082646,219538.0,22,56,7.762633199730772,17.6183342999866,0.4405997222868382,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen3_m3,2706.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,2627.0,2.919438285291944,58353.44304710022,24.156136999998125,True,3304,3304,77936,77936,3470,0.0445237117634982,1.0502421307506054,1440,1440,542,48,497633,269,0.077521613832853,21.462247838616715,74474.0,13,42,9.00378240023565,24.1556133999984,0.3727407891134839,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen3_m3,2706.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,2665.0,1.5151515151515151,58895.81663616857,26.705335100006774,True,3022,3022,63112,63112,3610,0.0571998985929775,1.1945731303772336,1403,1702,396,109,474354,497,0.1376731301939058,20.10360110803324,72574.0,17,35,8.267191099919728,26.704716699998244,0.3095779368414071,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen1_m3,111.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,108.0,2.702702702702702,23883.1869645736,31.09573050000472,True,3347,3347,136070,134697,661,0.0049073104820448,0.1974902898117717,661,0,0,0,403959,556,0.8411497730711044,1.0,661.0,5,8,10.439272999879904,31.095031299992115,0.3357215787681986,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen1_m3,111.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,109.0,1.8018018018018016,23931.84501307009,31.214842000001227,True,3436,3436,133034,131834,546,0.00414157197688,0.1589057043073341,546,0,0,0,395353,446,0.8168498168498168,1.0,546.0,9,10,10.27447589985968,31.21426429999701,0.3291596367965868,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen2_m3,6018.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,5872.0,2.426055167829844,24029.303110774126,36.37976920000801,True,2905,2905,113191,111531,5491,0.0492329486869121,1.8901893287435456,2080,2220,993,198,699100,825,0.1502458568566745,43.46002549626662,238639.0,39,131,14.077870299763164,36.37917230000312,0.3869761022507363,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen2_m3,6018.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,5933.0,1.4124293785310735,24030.724679012405,37.16105210001115,True,2892,2892,110672,109248,5364,0.0490992970123022,1.8547717842323648,2112,1970,1023,259,739896,779,0.145227442207308,45.65697240865026,244904.0,39,161,14.654131000104826,37.16043419999187,0.3943476796110211,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen3_m3,3655.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,3394.0,7.140902872777017,24060.096570859954,40.69710679999844,True,2643,2643,111982,109745,4650,0.0423709508405849,1.7593643586833143,1723,2744,165,18,683163,460,0.0989247311827957,21.765591397849462,101210.0,34,108,13.343231300328624,40.696519599994645,0.3278715583415733,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen3_m3,3655.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,3354.0,8.235294117647058,24037.40961634927,44.269620599996415,True,2673,2673,104243,101316,4322,0.0426586126574282,1.616909839132061,1479,2736,101,6,667962,493,0.1140675613142063,19.255668671911156,83223.0,30,72,13.540153299894882,44.268984599999385,0.3058609412942141,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen1_m3,224.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,205.0,8.482142857142858,7625.176155275347,109.192266500002,True,3906,3906,282148,262829,1134,0.0043145923775534,0.2903225806451613,1134,0,0,0,788151,857,0.7557319223985891,1.0,1134.0,6,7,37.74096649969579,109.19141200000011,0.3456404291181411,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen1_m3,224.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,207.0,7.589285714285714,7578.413312910518,108.85118250000232,True,3834,3834,289364,266963,1090,0.00408296280758,0.2842983828899322,1090,0,0,0,800585,836,0.7669724770642202,1.0,1090.0,6,10,38.09524560051796,108.8503042999946,0.3499783105385388,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen2_m3,12646.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,11482.0,9.204491538826506,7638.044349583924,138.29595859999245,True,3000,3000,253902,224739,8776,0.039049742145333,2.925333333333333,3667,3050,1241,818,1457413,1654,0.188468550592525,47.76959890610757,419226.0,55,205,51.52227139989554,138.2950009000051,0.3725533899605596,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen2_m3,12646.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,11881.0,6.049343665981338,7631.328898791045,134.10200479999185,True,3513,3513,266855,241461,9808,0.0406193960929508,2.7919157415314544,4121,3254,1518,915,1463762,1769,0.1803629690048939,44.082279771615006,432359.0,79,291,53.16269799967995,134.10106839999207,0.3964375424743677,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen3_m3,11639.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,10707.0,8.007560787009194,7639.253172531851,117.66716830000225,True,3193,3193,254182,223180,10106,0.0452818352899005,3.1650485436893203,4839,3906,1040,321,1144470,1377,0.1362556896892935,41.89481496140906,423389.0,39,162,43.786974200033,117.66605350001193,0.3721291986735033,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen3_m3,11639.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,10651.0,8.488701778503307,7637.862825233833,138.62086189999536,True,3476,3476,279970,245193,8882,0.0362245251699681,2.555235903337169,4025,3684,859,314,1486268,1287,0.1448997973429407,41.70479621706823,370422.0,30,131,54.629732100002,138.62004350000643,0.3940969193246535,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen1_m3,103.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,102.0,0.970873786407767,58228.35734730594,15.904993999996805,True,3537,3537,75223,75223,521,0.0069260731425228,0.1472999717274526,521,0,0,0,375958,433,0.8310940499040307,1.0,521.0,6,6,7.353471699723741,15.90449489999446,0.4623517908592182,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen1_m3,103.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,103.0,0.0,58462.76149648396,16.25649310000881,True,3619,3619,76751,76751,400,0.0052116584800198,0.1105277701022381,400,0,0,0,383638,336,0.84,1.0,400.0,4,13,7.600806500209728,16.256024200003594,0.4675686014424147,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen2_m3,5393.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,5173.0,4.079362136102355,59056.39737194024,20.23357749999559,True,2956,2956,70190,70190,5815,0.0828465593389371,1.967185385656292,2692,1901,1222,0,720195,942,0.1619948409286328,35.200343938091144,204690.0,21,94,11.120523200472237,20.233058199999505,0.5496214704938923,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen2_m3,5393.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,5096.0,5.507138883738179,59018.77135293915,21.480758800011245,True,2949,2949,64890,64890,3875,0.0597164432115888,1.3140047473719905,1943,1372,560,0,729710,540,0.1393548387096774,41.660645161290326,161435.0,18,48,11.455906601098832,21.480234100003145,0.5333231727254385,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen3_m3,2706.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,2683.0,0.8499630450849963,59027.40778079943,25.401659399998607,True,2898,2898,62692,62692,3716,0.0592739105468002,1.282263630089717,1599,1569,548,0,733588,674,0.1813778256189451,19.406620021528525,72115.0,26,89,11.38034510007128,25.401083100005053,0.4480259780760694,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen3_m3,2706.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,2675.0,1.1456023651145602,58713.34806739463,29.066057400006684,True,3006,3006,68259,68259,3830,0.0561098170204661,1.2741184298070525,1565,1656,609,0,719975,601,0.1569190600522193,20.753002610966057,79484.0,17,80,11.508198499985156,29.06552119999833,0.3959398636204678,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen1_m3,111.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,107.0,3.603603603603604,24005.166543844025,33.05162009999913,True,3316,3316,132011,131116,534,0.0040727294914426,0.1610373944511459,534,0,0,0,655427,425,0.795880149812734,1.0,534.0,5,8,13.407478399778483,33.051052900002105,0.405659645408078,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen1_m3,111.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,107.0,3.603603603603604,23986.25484455509,32.7401366999984,True,3398,3398,127733,126737,611,0.0048210072827982,0.1798116539140671,611,0,0,0,633536,497,0.8134206219312602,1.0,611.0,7,7,12.928466399462195,32.73957710000104,0.3948880084789422,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen2_m3,6018.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,5872.0,2.426055167829844,24029.303110774126,43.733369599998696,True,2945,2945,115990,114553,5769,0.0503609682854224,1.9589134125636671,2183,2469,1117,0,1152766,934,0.1618998093257063,45.55312879181834,262796.0,28,112,20.61180680055986,43.732812200003536,0.4713121741701805,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen2_m3,6018.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,5933.0,1.4124293785310735,24030.724679012405,44.90655149999657,True,2891,2891,110944,109399,5191,0.0474501595078565,1.7955724662746455,2009,2067,1115,0,1181673,806,0.1552687343479098,44.94644577152764,233317.0,25,77,21.11594430002151,44.906027999997605,0.4702251621992183,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen3_m3,3655.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,3489.0,4.54172366621067,24066.19695847612,43.285433199998806,True,2623,2623,104784,102559,4341,0.0423268557610741,1.6549752192146396,1371,2860,110,0,1057606,196,0.0451508868924211,21.47869154572679,93239.0,48,162,17.800854099783464,43.28484920000483,0.4112490727998534,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen3_m3,3655.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,3295.0,9.849521203830369,24078.95551819845,44.11764830000175,True,2685,2685,105480,102379,3587,0.0350364820910538,1.3359404096834264,1584,1871,132,0,1039079,307,0.0855868413716197,22.865904655701144,82020.0,27,73,17.66411030004383,44.11708890000591,0.4003915657282061,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen1_m3,224.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,202.0,9.821428571428571,7582.969034656242,116.7503871999943,True,3592,3592,275097,252807,1071,0.0042364333266088,0.2981625835189309,1071,0,0,0,1263697,809,0.7553688141923436,1.0,1071.0,3,4,48.7898168003303,116.74945829999342,0.4179018687603885,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen1_m3,224.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,205.0,8.482142857142858,7580.939900865554,125.27098499999556,True,3888,3888,299086,272951,1075,0.0039384358364688,0.2764917695473251,1075,0,0,0,1364475,831,0.7730232558139535,1.0,1075.0,4,7,52.4338259997312,125.27002690000518,0.4185664144670909,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen2_m3,12646.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,11661.0,7.789024197374664,7633.691813853982,139.2422069000022,True,3132,3132,249969,222741,9086,0.0407917716091783,2.901021711366539,3429,3709,1948,0,2144716,1485,0.1634382566585956,44.61633281972265,405384.0,72,246,66.66120720023173,139.24138310000126,0.4787456553225743,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen2_m3,12646.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,11650.0,7.87600822394433,7638.202903272924,147.39214670000365,True,3274,3274,261425,235741,8063,0.0342027903504269,2.462736713500305,3305,2775,1983,0,2291245,1179,0.146223490016123,45.07404191988094,363432.0,52,146,70.99528770013421,147.391300400006,0.4816789559998435,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen3_m3,11639.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,10749.0,7.646705043388607,7640.321819845207,137.91135339999164,True,3052,3052,244636,216388,8441,0.0390086326413664,2.7657273918741807,4006,3453,982,0,1920570,1033,0.1223788650633811,42.151403862101645,355800.0,56,191,64.05851880053524,137.91046290000668,0.4644935377164348,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen3_m3,11639.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,10695.0,8.110662428043646,7636.063039184831,142.8559993999952,True,3374,3374,249513,225285,8432,0.0374281465699003,2.499110847658565,3767,3678,987,0,2069642,1263,0.1497865275142315,41.677300759013285,351423.0,49,178,68.61421780045202,142.85499290000007,0.4803067530757057,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen1_m3,103.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,101.0,1.941747572815534,56732.591786016965,14.329347799997777,True,3574,3574,78919,78919,448,0.0056767064965344,0.1253497481813094,448,0,0,0,236640,364,0.8125,1.0,448.0,2,2,5.478116500482429,14.328807500001858,0.3823148926023131,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen1_m3,103.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,102.0,0.970873786407767,58715.30738013447,14.222018799991927,True,3641,3641,78268,78268,410,0.0052384116113865,0.1126064268058225,410,0,0,0,234698,340,0.8292682926829268,1.0,410.0,2,4,5.491042899840977,14.221485000001849,0.3861089682153631,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen2_m3,5393.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,5089.0,5.636936769886891,58902.11043448548,16.62521430000197,True,3179,3179,65681,65681,1094,0.0166562628461807,0.3441333752752438,687,313,94,0,325997,432,0.3948811700182815,34.70018281535649,37962.0,7,11,6.105942800291814,16.624702400004026,0.3672813295166315,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen2_m3,5393.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,5114.0,5.17337289078435,58894.34943516299,16.025175599992508,True,3311,3311,68163,68163,1321,0.0193800155509587,0.3989731199033524,892,320,109,0,338304,580,0.4390613171839515,32.30128690386071,42670.0,8,15,6.282354299764847,16.02471529999457,0.392041554695638,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen3_m3,2706.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,2639.0,2.475979305247598,58803.01415165308,23.942234600006486,True,3342,3342,73570,73570,1048,0.0142449367948892,0.3135846798324356,548,392,108,0,501807,373,0.3559160305343511,18.995229007633583,19907.0,15,31,8.464402500365395,23.94169859999965,0.3535422712390806,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen3_m3,2706.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,2662.0,1.6260162601626016,59074.07277990644,25.37314019999758,True,3167,3167,67810,67810,1091,0.0160890724081993,0.3444900536785601,581,390,120,0,479859,446,0.4087992667277726,18.284142988084326,19948.0,9,23,8.207171200672747,25.3726050999976,0.3234658470553945,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen1_m3,111.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,109.0,1.8018018018018016,23984.127119740624,29.608646100008627,True,3197,3197,133517,132131,568,0.0042987641053197,0.1776665624022521,568,0,0,0,396245,451,0.7940140845070423,1.0,568.0,8,9,9.830508299550274,29.608048699999927,0.332021485075114,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen1_m3,111.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,110.0,0.9009009009009008,23998.23842320245,29.85851950000506,True,3212,3212,132535,130629,504,0.0038582550582183,0.1569115815691158,504,0,0,0,391760,417,0.8273809523809523,1.0,504.0,7,7,9.842959200497717,29.85793859999103,0.3296597039857492,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen2_m3,6018.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,5867.0,2.509139248919907,24029.095858759785,32.361803600011626,True,2975,2975,113125,111283,1405,0.0126254684003846,0.4722689075630252,861,450,94,0,532923,558,0.397153024911032,37.1067615658363,52135.0,22,34,11.251017300091917,32.36105289999978,0.3476715462521924,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen2_m3,6018.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,5839.0,2.9744101030242605,24040.21816707037,36.45066820000648,True,3152,3152,118704,116444,1589,0.0136460444505513,0.5041243654822335,948,500,141,0,579208,681,0.4285714285714285,36.30144745122719,57683.0,14,24,12.058081699666218,36.45014990000345,0.3308102088124767,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen3_m3,3655.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,3253.0,10.998632010943911,24018.05583022259,46.59980700000597,True,3026,3026,100104,96431,965,0.0100071553753461,0.3189028420356907,470,465,30,0,729532,348,0.3606217616580311,21.231088082901557,20488.0,16,20,13.469519099511672,46.59923110000091,0.2890502435674611,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen3_m3,3655.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,3300.0,9.712722298221614,24031.680080291648,39.95021039999847,True,3026,3026,115608,113292,1351,0.011924937330085,0.4464639788499669,743,563,45,0,816358,697,0.5159141376757957,19.164322723908217,25891.0,22,32,14.354102099969168,39.949681700003566,0.3593045423430216,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen1_m3,224.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,210.0,6.25,7592.735304173468,106.5245042000024,True,3803,3803,281801,260160,865,0.0033248769987699,0.2274520115698133,865,0,0,0,780290,701,0.8104046242774566,1.0,865.0,10,12,36.75759269941773,106.52365969998937,0.3450650569360921,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen1_m3,224.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,207.0,7.589285714285714,7620.390314257077,105.36538270000892,True,3711,3711,282880,259713,1193,0.0045935320911929,0.3214766909188898,1193,0,0,0,778815,912,0.7644593461860855,1.0,1193.0,8,11,36.7453203999612,105.36447499999484,0.3487448725005557,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen2_m3,12646.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,11244.0,11.086509568242922,7637.252467868699,129.26209779999044,True,3787,3787,277135,255659,2074,0.0081123684282579,0.5476630578294164,1319,617,138,0,1227529,817,0.3939247830279653,41.376567020250725,85815.0,22,35,46.28095980004582,129.26125630000024,0.358042008292362,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen2_m3,12646.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,11109.0,12.1540408034161,7633.631903529314,146.96868069999618,True,3803,3803,278387,255634,2339,0.0091498001048373,0.6150407572968709,1410,761,168,0,1237030,929,0.397178281316802,39.2680632749038,91848.0,25,47,47.87866259938164,146.96784599999955,0.3257764463621641,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen3_m3,11639.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,10483.0,9.932124752985652,7615.147291263725,130.3928268000018,True,3614,3614,279492,250726,1841,0.00734267686638,0.5094078583287216,1003,751,87,0,1239971,609,0.3307984790874524,38.29223248234655,70496.0,20,42,47.440273000494926,130.3919511999993,0.3638282314506478,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen3_m3,11639.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,10491.0,9.86339032562935,7623.504277121506,139.05076869999175,True,3591,3591,283345,250305,2152,0.0085975110365354,0.5992759676970203,1109,915,128,0,1260506,734,0.3410780669144981,37.82342007434944,81396.0,17,32,48.93265669976245,139.04962219999288,0.3519078723520972,2,07_mechanism_components/mechanism_runs.csv
