algorithm,instance,bks,best_reward,mean_reward,best_gap,mean_gap,mean_runtime,mean_iterations,dataset,protocol
off,p6.2.d,192.0,192.0,192.0,0.0,0.0,1.6962174499994944,4199.0,Chao,time
off,p6.2.j,948.0,942.0,940.5,0.6329113924050633,0.7911392405063291,3.6966479750008148,4078.75,Chao,time
off,p6.2.l,1116.0,1116.0,1116.0,0.0,0.0,3.8452667250003287,3979.25,Chao,time
off,p6.2.m,1188.0,1188.0,1188.0,0.0,0.0,3.5158449000000473,3798.25,Chao,time
off,p6.2.n,1260.0,1260.0,1260.0,0.0,0.0,3.1840943249999327,3452.5,Chao,time
off,p6.3.g,282.0,282.0,282.0,0.0,0.0,2.051594824998574,4217.75,Chao,time
off,p6.3.h,444.0,444.0,444.0,0.0,0.0,3.187829624999722,4841.0,Chao,time
off,p6.3.i,642.0,642.0,642.0,0.0,0.0,3.4646078249998027,4650.5,Chao,time
off,p6.3.k,894.0,894.0,889.5,0.0,0.5033557046979866,3.3110185750010714,4173.75,Chao,time
off,p6.3.l,1002.0,1002.0,1002.0,0.0,0.0,3.306537400000707,3920.25,Chao,time
off,p6.3.m,1080.0,1080.0,1080.0,0.0,0.0,3.494740299998739,4063.75,Chao,time
off,p6.3.n,1170.0,1170.0,1168.5,0.0,0.1282051282051282,3.044543375000103,3756.5,Chao,time
off,p6.4.j,366.0,366.0,366.0,0.0,0.0,2.212148374998833,4034.75,Chao,time
off,p6.4.k,528.0,528.0,528.0,0.0,0.0,3.0330938249999235,4477.5,Chao,time
off,p6.4.l,696.0,696.0,696.0,0.0,0.0,3.686277675000383,4518.0,Chao,time
off,p7.2.d,190.0,190.0,190.0,0.0,0.0,1.4695965250011795,3399.0,Chao,time
off,p7.2.e,290.0,290.0,290.0,0.0,0.0,1.9991925000012998,3499.0,Chao,time
off,p7.2.f,387.0,387.0,387.0,0.0,0.0,3.1359794499994678,4017.75,Chao,time
off,p7.2.g,459.0,459.0,457.5,0.0,0.32679738562091504,4.832312175001789,4087.75,Chao,time
off,p7.2.h,521.0,521.0,521.0,0.0,0.0,5.568522250001479,4146.0,Chao,time
off,p7.2.i,580.0,578.0,578.0,0.3448275862068966,0.3448275862068966,5.9703813750002155,3942.75,Chao,time
off,p7.2.j,646.0,643.0,638.5,0.46439628482972134,1.1609907120743035,6.3882914499990875,4300.5,Chao,time
off,p7.2.k,705.0,702.0,673.25,0.425531914893617,4.50354609929078,6.690917949998948,3981.5,Chao,time
off,p7.2.l,767.0,723.0,717.0,5.736636245110821,6.51890482398957,7.207656625000709,3852.75,Chao,time
off,p7.2.m,827.0,792.0,784.75,4.2321644498186215,5.108827085852479,7.909045650000735,4081.5,Chao,time
off,p7.2.n,888.0,864.0,832.5,2.7027027027027026,6.25,8.369070300000203,3814.5,Chao,time
off,p7.2.o,945.0,945.0,909.0,0.0,3.8095238095238093,8.668203325000832,4098.75,Chao,time
off,p7.2.p,1002.0,1000.0,971.0,0.1996007984031936,3.093812375249501,9.376474650000091,4241.5,Chao,time
off,p7.2.q,1044.0,1043.0,1027.75,0.09578544061302682,1.5565134099616857,10.125487825000164,4482.0,Chao,time
off,p7.2.r,1094.0,1085.0,1061.75,0.8226691042047533,2.9478976234003658,9.991975600000842,4049.25,Chao,time
off,p7.2.s,1136.0,1123.0,1098.5,1.1443661971830985,3.301056338028169,10.222120424999957,4237.5,Chao,time
off,p7.2.t,1179.0,1169.0,1143.5,0.8481764206955047,3.0110262934690417,10.525866775000395,4260.75,Chao,time
